"Run Date","Master BOL","House BOL","Voyage #","Bill Type","Carrier Code","IMO #","Vessel Name","Arrival Date","US Port of Unlading","US Port of Destination","Foreign Port of Lading","Foreign Port of Destination","Place of Receipt",Quantity,"Weight (kg)","Type of Service",Shipper,"Shipper Address",Consignee,"Consignee Address","Notify Party 1","Notify Party 1 Address","Notify Party 2","Notify Party 2 Address",Commodity,"Number of Containers","Marks & Numbers","Container Numbers","Seal Numbers"
2021-02-06,ONEYSELAD2876300,RLCLMTRS12101006,025E,"House Bill",RLCL,9725110,"HYUNDAI EARTH",2021-01-07,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","38 PKG","18,248","Container Yard","POONGSAN CORPORATION","POONGSAN BLDG., 23, CHUNGJEONG-RO,S EODAEMUN-GU, 120-837, SEOUL KOREA","POONGSAN AMERICA CORPORATION","601 SOUTH FIGUEROA ST.SUITE NO.4600 LOS ANGELES CA90017 USAATTN. M R.VINCENT PARK MANAGER IMPORT DEPT.","INTERSTATE METAL INC.","9831 ROMANDEL AVENUESANTA FE SPRING S CA 90670",,,"BRASS ROD",1,"NO MARKS",NYKU3550714,KRAF80567
2021-02-05,MAEU911636067,,007E,"Master Bill",MAEU,9342499,"MAERSK ALTAIR",2021-02-04,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,BUSAN,"18 PKG","33,900",,"C H ROBINSON FREIGHT SERVICE","3F, HANLIM BUILDING 62 62 82-27015482","C.H. ROBINSON INTERNATIONAL, INC","1501 N MITTEL BLVD 60191-1055 WOOD DALE 1-6302747950","C.H. ROBINSON INTERNATIONAL, INC","1501 N MITTEL BLVD 60191-1055 WOOD DALE",,,"BRASS ROD",2,"DELTA FAUCET COMPANY MEMPHIS, TN P|.O NO: 41000076001, 4100076002 W/C|NO : 1-18 FORM : SIZE : NET|: 74,699 LBS GROSS : 74,740 LBS",MAEU4636826|MAEU4701855,KR5380497|KR5381301
2021-02-05,MAEU911636067,CHSLSEL2012237,007E,"House Bill",CHSL,9342499,"MAERSK ALTAIR",2021-02-03,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,BUSAN,"18 PKG","33,900",,,,,,,,,,"BRASS ROD",2,"DELTA FAUCET COMPANY|MEMPHIS TN|PO NO|WC NO|FORM|SIZE|NET|GROSS|MADE IN KOREA",MAEU4636826|MAEU4701855,KR5380497|KR5381301
2021-02-03,ONEYSELAD2876300,,025E,"Master Bill",ONEY,9725110,"HYUNDAI EARTH",2021-02-02,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,PUSAN,"38 CAS","18,248","Container Yard","RAMSES LOGISTICS CO.,LTD.","ROOM 505, 5TH FL., A-DONG,GANGSEO H ANGANG XI TOWER SEOUL 07528 KR","ZIMEX LOGITECH, INC.","5816 CORPORATE AVENUE, SUITE 150, C YPRESS CA 90630 US","ZIMEX LOGITECH, INC.","5816 CORPORATE AVENUE, SUITE 150, C YPRESS CA 90630 US",,,"BRASS ROD ASTM B124 C37700 NET W T 40,059",1,"INTERSTATE LOS ANGELES PO NO 64248 SIZE N|T WT GROSS WT CASE NO 1 38 MADE IN KOREA",NYKU3550714,KRAF80567
2021-02-01,MEDUQO921843,DFDSTAO7058897,052E,"House Bill",DFDS,9456757,"MAERSK EDINBURGH",2021-01-31,"NEWARK, NEW JERSEY",,"PUSAN SOUTH KOREA",,BUSAN,"140 CTN","1,757","Container Station",,,,,,,,,"B PERCH/CAGE TALL SET/BRASS ROD/PEANUT CAGE/D Y BAFFLE/ONYX BASE",1,N/M,MEDU7872630,FX15718188
2021-01-28,HDMUBUWB5068351,CHSLSEL2012235,067E,"House Bill",CHSL,9637155,"HYUNDAI PLATINUM",2021-01-12,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,BUSAN,"17 PKG","33,241","Pier to Pier",,,,,,,,,"BRASS ROD",2,"DELTA FAUCET COMPANY|MEMPHIS, TN|PO NO|WC NO|FORM|SIZE|NET|GROSS|MADE IN KOREA|MEMPHIS TN",HDMU3209465|HDMU3211992,192895751|193425448
2021-01-28,HDMUBUWB5069603,,0025E,"Master Bill",HDMU,9725146,"HYUNDAI SATURN",2021-01-27,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","34 CTN","15,292",,"NEW WORLD SHIPPING CO.,LTD","SEOUL, KOREA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA",,,"1CNTR ""SHIPPER'S LOAD,COUNT & WEIGHT:"" (34 CARTONS) CY / CY BRASS ROD FREIGHT PREPAID COPY NON-NEGOTIABLE B/L RELEASE PROCEDURES",1,"DAECHANG LLOYD|S, INC.|LOS ANGELES,CA|P.O NO|: 5400529116|B/D NO|: 1 - 34|FORM :|SIZE :|NET|: 33,643LBS|GROSS|: 33,720LBS|MADE IN KOREA",HDMU2643311,193446700
2021-01-28,HDMUBUWB5069603,NWSNNWSC2101044,025E,"House Bill",NWSN,9725146,"HYUNDAI SATURN",2021-01-27,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","34 CTN","15,292",,"DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SIKY UNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BRASS ROD",1,"NO MARKS",HDMU2643311,193446700
2021-01-27,EGLV142053724625,ASTI221520123497,42E,"House Bill",ASTI,9622590,"OOCL BRUSSELS",2021-01-26,"NEWARK, NEW JERSEY",,"SHANGHAI CHINA (MAINLAND)",,"SHANGHAI CHINA","43 CTN",750,"Pier to Pier","NINGBO TOP-MOUNTAIN IMPORT & EXPORT","NO.299 GUANGHUA ROAD NINGBO ZHEJIANG CN","LINAL, INC.","900-C RIVER STREET WINDSOR CT 06095 US",,,,,"BRASS ELBOW BRASS BRACKET BRASS ROD HOLDER FL .",1,"ANGE ALUMINUM SHAFT FOLLOWING ARM|NO MARKS",BSIU9130975,EMCLYZ0060
2021-01-26,HDMUBUWB5065647,,0038E,"Master Bill",HDMU,9588093,"HANOI BRIDGE",2021-01-25,"CHARLESTON, SOUTH CAROLINA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","40 BDL","17,873","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KANGSEO-RO, KANGSEO-GU, SEOUL, KOREA","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024",,,"1CNTR ""SHIPPER'S LOAD,COUNT & WEIGHT:"" (40 BUNDLES) CY / CY BRASS ROD FREIGHT PREPAID COPY NON-NEGOTIABLE B/L RELEASE PROCEDURES",1,"DAECHANG|LLOYDS, INC.|GREENSBORO, NC|P.O NO :|4501043158|B/D NO : 1 - 40|FORM :|SIZE :|NET :|39,314LBS|GROSS :|39,411LBS|MADE IN KOREA",HDMU3208788,192662016
2021-01-26,HDMUBUWB5065647,HDMUBUWB5065647A,0038E,"House Bill",HDMU,9588093,"HANOI BRIDGE",2021-01-25,"CHARLESTON, SOUTH CAROLINA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","40 BDL","17,873","Pier to Pier","DAECHANG CO., LTD.","1292-4 JEONGWANG-DONG, SIHEUNG-SI.KYUNGGI-DO, KOREA","DAECHANG LLOYDS,INC.","4482 BARRANCA PKWY, STE 232 IRVINE, CA 92604","CENTRAL STEEL & WIRE","2015 E. BESSEMER AVE. GREENSBORO, NC 27405",,,"39,314LBS OF BRASS ROD P.O NO : 4501043158 H.S. CODE: 740721",1,"DAECHANG|LLOYDS, INC.|GREENSBORO, NC|P.O NO :|4501043158|B/D NO : 1 - 40|FORM :|SIZE :|NET :|39,314LBS|GROSS :|39,411LBS|MADE IN KOREA",HDMU3208788,192662016
2021-01-26,HDMUBUWB5066726,,0009E,"Master Bill",HDMU,9757228,"YM WARRANTY",2021-01-25,"NEWARK, NEW JERSEY",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","83 PKG","39,442","Pier to Pier","U.N.I LINE CO.,LTD","#803 DONGKWANG GREEN TOWER, 406 KANGSEO-RO, KANGSEO-GU, SEOUL, KOREA","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024","BINEX LINE CORP.","TWO EXECUTIVE DR. SUITE # 285 FORT LEE, NJ 07024",,,"2CNTR ""SHIPPER'S LOAD,COUNT & WEIGHT:"" (83 PACKAGE) CY / CY BRASS ROD FREIGHT COLLECT COPY NON-NEGOTIABLE B/L RELEASE PROCEDURES",2,"ALPINE METAL|SUPPLY|GUILDERLAND, NY|P.O NO :|87002845,|87002851|PKG NO : 1 - 83|FORM :|SIZE :|NET :|81,951LBS|GROSS :|86,952LBS|MADE IN KOREA",TEMU3246755|MAGU2126944,WSLQ22713|WSLQ31225
2021-01-26,HDMUBUWB5066726,HDMUBUWB5066726A,0009E,"House Bill",HDMU,9757228,"YM WARRANTY",2021-01-25,"NEWARK, NEW JERSEY",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","83 PKG","39,442","Pier to Pier","DAECHANG CO., LTD.","1292-4 JEONGWANG-DONG, SIHEUNG-SI.KYUNGGI-DO, KOREA","ADMIRAL METALS","NORTHEASTERN INDUSTRIAL PARK BUILDING 19, BAY 5 2 VAN BUREN BLVD.GUILDERLAND,CTR. NY 12085","ADMIRAL METALS","NORTHEASTERN INDUSTRIAL PARK BUILDING 19, BAY 5 2 VAN BUREN BLVD.GUILDERLAND,CTR. NY 12085",,,"81,951LBS OF BRASS ROD P.O NO : 87002845, 87002851 H.S. CODE: 740721",2,"ALPINE METAL|SUPPLY|GUILDERLAND, NY|P.O NO :|87002845,|87002851|PKG NO : 1 - 83|FORM :|SIZE :|NET :|81,951LBS|GROSS :|86,952LBS|MADE IN KOREA",TEMU3246755|MAGU2126944,WSLQ22713|WSLQ31225
2021-01-25,CMDUSEL1041377,,0MB7M,"Master Bill",CMDU,9454412,"CMA CGM LAPEROUSE",2021-01-22,"NEWARK, NEW JERSEY",,"PUSAN SOUTH KOREA",,"HWASEONG, 41","43 PCS","22,184",,"JOO SUNG SEA AIR CO., LTD.","4F, 47 PILDONG-RO, JUNG-GU, SEOUL, KOREA","WORLD ASIA LOGISTICS, INC.","149-23 182ND STREET, SUITE 101 JAMAICA, NY 11413","WORLD ASIA LOGISTICS, INC.","149-23 182ND STREET, SUITE 101 JAMAICA, NY 11413",,,"CIF NEW YORK AS DECLARED BY THE SHIPPER 40,657 LBS BRASS ANGLES, CHANNEL, BAR AND ROD AS PER ASTM- AS DESCRIBED PER LEWIS BRASS PO NO.20149 MATERIAL PER LEWIS BRASS AND COPPER PO NO. BRASS ANGLES - ALLOY 385, 12FT LENGTHS - 1,89",1,"CASE NUMBER :|1-43|SIZE :|PIECE COUNT :|NET WEIGHT :|GROSS WEIGHT :",TCKU1738427,Q0672772
2021-01-25,MAEU911636061,CHSLSEL2012236,050N,"House Bill",CHSL,9359002,"GERNER MAERSK",2021-01-23,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,BUSAN,"25 PKG","50,273",,,,,,,,,,"BRASS ROD",3,"DELTA FAUCET COMPANY|MEMPHIS TN|PO NO|WC NO|FORM|SIZE|NET|GROSS|MADE IN KOREA",MAEU4684634|MAEU4719350|MAEU4654990,KR4840533|MLKR4840533|KR4852458|MLKR4852458|KR4846532|MLKR4846532
2021-01-25,MAEU911636061,,050N,"Master Bill",MAEU,9359002,"GERNER MAERSK",2021-01-22,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,BUSAN,"25 PKG","50,273",,"C H ROBINSON FREIGHT SERVICE","3F, HANLIM BUILDING 62 62 82-27015482","C.H. ROBINSON INTERNATIONAL, INC","1501 N MITTEL BLVD 60191-1055 WOOD DALE 1-6302747950","C.H. ROBINSON INTERNATIONAL, INC","1501 N MITTEL BLVD 60191-1055 WOOD DALE",,,"BRASS ROD ASTM B16-10&249-12 C36000 H02",3,"DELTA FAUCET COMPANY MEMPHIS, TN P|.O NO: 4100075998, 4100075999|4100076000 W/C NO : 1-25 FORM|: SIZE : NET : 110,779 LBS|GROSS : 110,830 LBS",MAEU4684634|MAEU4719350|MAEU4654990,KR4840533|MLKR4840533|KR4852458|MLKR4852458|KR4846532|MLKR4846532
2021-01-23,HLCUTLV201206289,,78W,"Master BOL w/in-bond",HLCU,9389708,"ZIM MONACO",2021-01-22,"NEWARK, NEW JERSEY","CHICAGO, ILLINOIS, INCLUDING O HARE INTERNATIONAL AIRPORT","HAIFA ISRAEL",,"HAIFA, IL","123 PCS","59,330","House to House","IBL LOGISTICS","HASAN SHUKRI 8 HAIFA 3311135 ISRAEL","FTS INTERNATIONAL EXPRESS","840 MARK ST.ELK GROVE VILLAGE IL 60007 USA","FTS INTERNATIONAL EXPRESS","840 MARK ST.ELK GROVE VILLAGE IL 60007 USA",,,"METAL PARTS C360, BRASS ROD HS CODE 7403.21 - 36 PACKAGES = 37,922 LB = 17,199 KG C954, ALUMINUM BRONZE RODS HS CODE 7407.29 METAL PARTS C360, BRASS ROD HS CODE 7403.21 40 PACKAGES 43,502 LB = 19,729 KG TOTAL 43,502 LB = 19,729 KG METAL PARTS C360, BRASS ROD HS CODE 7403.21 42 PACKAGES 43,814 LB = 19,870 KG TOTAL 43,814 LB =19,870 KG",3,"NO MARKS|.",FCIU2726646|UACU3733890|CAIU6975649,ML-IL1290496|ML-IL1263970|ML-IL1262887
2021-01-23,HLCUTLV201206289,HLCUTLVKL06289AA,78W,"House Bill",HLCU,9389708,"ZIM MONACO",2021-01-22,"NEWARK, NEW JERSEY",,"HAIFA ISRAEL",,"HAIFA, IL","123 PCS","59,330","House to House","FINKELSTEIN METALS LTD.","HAZAIT ST. 1 ALON TAVOR INDUSTRIAL ZONE AFULA ELITE","FINKELSTEIN METALS USA INC","2638 UNITED LANE ELK GROVE VILLAGE, IL 60007 UNITED STATES","FTS INTERNATIONAL EXPRESS","840 MARK ST.ELK GROVE VILLAGE IL 60007 USA",,,"METAL PARTS C360, BRASS ROD HS CODE 7403.21 - 36 PACKAGES = 37,922 LB = 17,199 KG C954, ALUMINUM BRONZE RODS HS CODE 7407.29 METAL PARTS C360, BRASS ROD HS CODE 7403.21 40 PACKAGES 43,502 LB = 19,729 KG TOTAL 43,502 LB = 19,729 KG METAL PARTS C360, BRASS ROD HS CODE 7403.21 42 PACKAGES 43,814 LB = 19,870 KG TOTAL 43,814 LB =19,870 KG",3,"NO MARKS|.",FCIU2726646|UACU3733890|CAIU6975649,ML-IL1290496|ML-IL1263970|ML-IL1262887
2021-01-18,MAEU207223197,,049N,"Regular Bill",MAEU,9467457,"MSC KATIE",2021-01-16,"LONG BEACH, CALIFORNIA",,"YANGSHAN CHINA (MAINLAND)",,SHANGHAI,"206 PKG","2,191","Container Yard","DAMCO CHINA LIMITED SHANGHAI","HAIGANG RD, PINGHU NO.1585 ZHEJIANG 86-57385855890","REJUVENATION INC","2550 NW NICOLAI ST PORTLAND, OR 97210 UNITED STATES 1-8884011900","EXPEDITORS INTERNATIONAL OF WASHINGTON INC","6005 FREEPORT AVENUE, SUITE 102 MEMPHIS, TN - 38141, 1-9013629771",,,"SHELF BRACKET SET BRASS ROD 8 IN OB HS CODE:8302410000 -CH INA --ATTN:ASHLEY RUDD / SYBI L WALLS EMAIL: WSI-MEM@EXPE DITORS.COM ---EMAIL: THMATIN@ WSGC.COM SHELF BRACKET SET BR ASS ROD 10IN OB HS CODE:830",1,"SKU#: C105476 OB DES: SHELF BRACK|ET SET BRASS ROD 8IN OB PO: 1290|02RJV QTY: MADE IN( )FOR( ) W|EIGHT: SKU#: C105477 OB DES: SHEL|F BRACKET SET BRASS ROD 10IN OB|PO: 129002RJV QTY: MADE IN( )FO|R( ) WEIGHT: SKU#: C8589 PN DE|S: SHELF BRACKET BRASS STRAP FOR|ROD SET OF 2 PN PO: 129002RJV Q|TY: MADE IN( )FOR( ) WEIGHT: S|KU#: C8595 PN DES: SHELF BRACKET|ROD 24 IN PN PO: 129002RJV QTY:|MADE IN( )FOR( ) WEIGHT: SKU#|: C8596 CP DES: SHELF BRACKET RO|D 24 IN CP PO: 129002RJV QTY: M|ADE IN( )FOR( ) WEIGHT: SKU#: C|9561 UN DES: SHELF BRACKET SET|BRASS ROD 8IN UN PO: 129002RJV Q|TY: MADE IN( )FOR( ) WEIGHT:|SKU#: C9683 CP DES: SHELF BRACKET|SET BRASS ROD 10IN CP PO: 12900|2RJV QTY: MADE IN( )FOR( ) WE|IGHT:",MRKU5004110,CN7240304
2021-01-16,HLCUBO12012AZYZ6,,0151,"Master Bill",HLCU,9299800,"CMA CGM MEDEA",2021-01-15,"NEWARK, NEW JERSEY",,"JAWAHARLAL NEHRU INDIA",,"NHAVA SHEVA, IN","47 PCS","20,210","Pier to Pier","MATRIX FREIGHT SYSTEMS PVT.LTD.","F-1210, LGF, CHITTRANJAN PARK NEW DELHI - 110019 INDIA","OLYMPIAD LINES, LLC.","173 ROUTE 526 ALLENTOWN, NJ 08501 TERRYGRELLEOLYMPIADLINE.COM LAURENDIFILIPPISOLYMPIADLINE.COMXX","OLYMPIAD LINES, LLC.","173 ROUTE 526 ALLENTOWN, NJ 08501 TERRYGRELLEOLYMPIADLINE.COM LAURENDIFILIPPISOLYMPIADLINE.COMXX",,,"COPPER TUBES BRASS ROD TOTAL 47 PACKAGES ONLY COPPER TUBES BRASS ROD HS CODE 74111000, 74072120 INV.NO.NPE0124,NPE0125 & NPE0126 DT.17.12.2020",1,"MTL 1-8 HP USA MTL 1-4|BLLC US MTL 1-35 BLLC US|.",UACU3646521,HLD9691951
2021-01-16,HDMUBUWB5066678,NWSNNWSC2012245,094E,"House Bill",NWSN,9343716,"HANOVER EXPRESS",2021-01-15,"OAKLAND, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","36 PKG","15,566",,"DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SIKY UNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BRASS ROD",1,"NO MARKS",CAIU6009687,193448514
2021-01-16,HDMUBUWB5066678,NWSNNWSC2012246,094E,"House Bill",NWSN,9343716,"HANOVER EXPRESS",2021-01-15,"OAKLAND, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","2 PKG",840,,"BOOYOUNG INDUSTRY","9-1 KOJI-RI JEONGNAM-MYON HWASON G-SI KYOUNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BRASS ROD",1,"NO MARKS",CAIU6009687,193448514
2021-01-16,HDMUBUWB5066678,,0094E,"Master Bill",HDMU,9343716,"HANOVER EXPRESS",2021-01-15,"OAKLAND, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","38 PKG","16,406",,"NEW WORLD SHIPPING CO.,LTD","BOOYOUNG INDUSTRY SEOUL, KOREA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA",,,"1CNTR ""SHIPPER'S LOAD,COUNT & WEIGHT:"" (38 PACKAGES) CY / CY BRASS ROD HS CODE : 7407.21 FREIGHT PREPAID COPY NON-NEGOTIABLE B/L RELEASE PROCEDURES",1,"LLOYDS PACIFIC|INT'L INC|P.O NO:|W/C NO:|FORM :|SIZE :|NET : LBS|GROSS : LBS|MADE IN KOREA",CAIU6009687,193448514
2021-01-16,HLCUBO12012AZYZ6,MFSRUS009692,0151,"House Bill",MFSR,9299800,"CMA CGM MEDEA",2021-01-15,"NEWARK, NEW JERSEY",,"JAWAHARLAL NEHRU INDIA",,"NHAVA SHEVA INDIA","47 PKG","20,210","Pier to Pier","MEHTA TUBES LIMITED","CHAR RASTA NANAPONDHA TALUKA KAPRADA DIST VALSAD 396126 GUJARAT 396126 IN","BURNDY LLC","34 BERN DIBNER DRIVE LINCOLN NH 03251 LINCOLN NH 03251 US",,,,,"COPPER TUBE/BRASS ROD HS CODE 74111000, 74072 .",1,"120,|01 TO 47 PKGS",UACU3646521,HLD9691951
2021-01-15,HDMUBUWB5067175,NWSNNWSC2012262,054E,"House Bill",NWSN,9468310,"ONE ARCADIA",2021-01-14,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","40 CTN","17,347",,"DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SIKY UNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BRASS ROD",1,"NO MARKS",TLLU2583053,193448750
2021-01-15,HDMUBUWB5066846,NWSNNWSC2012249,054E,"House Bill",NWSN,9468310,"ONE ARCADIA",2021-01-14,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","40 PKG","17,686",,"DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SI.K YUNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA AKWY STE 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA AKWY STE 232 IRVINE CA 92604",,,"BRASS ROD",1,"NO MARKS",BSIU2384730,193448573
2021-01-15,HDMUBUWB5067175,,0054E,"Master Bill",HDMU,9468310,"ONE ARCADIA",2021-01-14,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","42 PKG","18,376",,"NEW WORLD SHIPPING CO.,LTD","BOOYOUNG INDUSTRY SEOUL, KOREA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA",,,"1CNTR ""SHIPPER'S LOAD,COUNT & WEIGHT:"" (42 PACKAGE) CY / CY BRASS BAR BRASS ROD HS CODE : 7407.21 FREIGHT PREPAID COPY NON-NEGOTIABLE B/L RELEASE PROCEDURES",1,"LLOYDS PACIFIC|INT'L INC|P.O NO:|W/C NO:|FORM :|SIZE :|NET : LBS|GROSS : LBS|MADE IN KOREA",TLLU2583053,193448750
2021-01-15,HDMUBUWB5066846,,0054E,"Master Bill",HDMU,9468310,"ONE ARCADIA",2021-01-14,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","41 PKG","18,183",,"NEW WORLD SHIPPING CO.,LTD","BOOYOUNG INDUSTRY SEOUL, KOREA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA","USMX TRANSPORT, INC.","500 E. CARSON PLAZA DR. SUITE 113 CARSON, CA 90746 USA",,,"1CNTR ""SHIPPER'S LOAD,COUNT & WEIGHT:"" (41 PACKAGES) CY / DR BRASS BAR BRASS ROD HS CODE : 7407.21 FREIGHT PREPAID COPY NON-NEGOTIABLE B/L RELEASE PROCEDURES",1,"LLOYDS PACIFIC|INT'L INC|P.O NO:|W/C NO:|FORM :|SIZE :|NET : LBS|GROSS : LBS|MADE IN KOREA",BSIU2384730,193448573
2021-01-14,MAEU911513268,,049N,"Master Bill",MAEU,9717228,"CAP SAN VINCENT",2021-01-13,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,BUSAN,"18 PKG","33,387",,"C H ROBINSON FREIGHT SERVICE","3F, HANLIM BUILDING 62 62 82-27015482","C.H. ROBINSON INTERNATIONAL, INC","1501 N MITTEL BLVD 60191-1055 WOOD DALE 1-6302747950","C.H. ROBINSON INTERNATIONAL, INC","1501 N MITTEL BLVD 60191-1055 WOOD DALE",,,"BRASS ROD ASTM B16-10&249-12 C36000 H02",2,"DELTA FAUCET COMPANY MEMPHIS, TN P|.O NO: 4100073208, 4100073209 W/C|NO : 1-18 FORM : SIZE : NET|: 73,564 LBS GROSS : 73,605 LBS",MAEU4724948|MAEU4679670,KR4839250|MLKR4839250|KR4839248|MLKR4839248
2021-01-14,MAEU911513268,CHSLSEL2012035,049N,"House Bill",CHSL,9717228,"CAP SAN VINCENT",2021-01-13,"LONG BEACH, CALIFORNIA",,"PUSAN SOUTH KOREA",,BUSAN,"18 PKG","33,387",,,,,,,,,,"BRASS ROD",2,"DELTA FAUCET COMPANY|MEMPHIS TN|PO NO|WC NO|FORM|SIZE|NET|GROSS|MADE IN KOREA",MAEU4724948|MAEU4679670,KR4839250|MLKR4839250|KR4839248|MLKR4839248
2021-01-14,HDMUBUWB5068002,RLCLRSLAX2012127,015E,"House Bill",RLCL,9725158,"HYUNDAI NEPTUNE",2021-01-11,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN, KOREA","44 PKG","19,492","Pier to Pier","DAECHANG CO LTD","1292-4 JEONGWANG-DONG,SIHEUNG-SI.KY UNGGI-DO, KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE 232 IRVINE CA 92604 0201ATTN HANJO KWON","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE 232 IRVINE CA 92604 0201ATTN HANJO KWON",,,"BRASS ROD",1,"NO MARKS",TEMU3533349,982599
2021-01-13,HDMUBUWB5069005,NWSNNWSC2012402,067E,"House Bill",NWSN,9637155,"HYUNDAI PLATINUM",2021-01-12,"LOS ANGELES, CALIFORNIA",,"PUSAN SOUTH KOREA",,"BUSAN KOREA","33 CTN","14,751","Pier to Pier","DAECHANG CO. LTD.","1292-4 JEONGWANG-DONG SIHEUNG-SIKY UNGGI-DO KOREA","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604","DAECHANG LLOYDS INC.","4482 BARRANCA PKWY STE. 232 IRVINE CA 92604",,,"BRASS ROD",1,"NO MARKS",TEMU1743705,193447149
